# wavelength (nm) photoabsorption  photodissociation  photoionisation (cm^2)
9.600000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.610000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.620000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.630000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.640000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.650000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.660000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.670000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.680000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.690000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.700000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.710000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.720000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.730000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.740000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.750000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.760000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.770000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.780000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.790000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.800000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.810000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.820000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.830000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.840000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.850000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.860000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.870000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.880000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.890000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.900000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.910000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.920000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.930000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.940000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.950000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.960000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.970000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.980000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
9.990000e+01,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.000000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.001000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.002000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.003000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.004000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.005000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.006000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.007000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.008000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.009000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.010000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.011000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.012000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.013000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.014000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.015000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.016000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.017000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.018000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.019000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.020000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.021000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.022000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.023000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.024000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.025000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.026000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.027000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.028000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.029000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.030000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.031000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.032000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.033000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.034000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.035000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.036000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.037000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.038000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.039000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.040000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.041000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.042000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.043000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.044000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.045000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.046000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.047000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.048000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.049000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.050000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.051000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.052000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.053000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.054000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.055000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.056000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.057000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.058000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.059000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.060000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.061000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.062000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.063000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.064000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.065000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.066000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.067000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.068000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.069000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.070000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.071000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.072000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.073000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.074000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.075000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.076000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.077000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.078000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.079000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.080000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.081000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.082000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.083000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.084000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.085000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.086000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.087000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.088000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.089000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.090000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.091000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.092000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.093000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.094000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.095000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.096000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.097000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.098000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.099000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.100000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.101000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.102000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.103000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.104000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.105000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.106000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.107000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.108000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.109000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.110000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.111000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.112000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.113000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.114000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.115000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.116000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.117000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.118000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.119000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.120000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.121000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.122000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.123000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.124000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.125000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.126000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.127000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.128000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.129000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.130000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.131000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.132000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.133000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.134000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.135000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.136000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.137000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.138000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.139000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.140000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.141000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.142000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.143000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.144000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.145000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.146000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.147000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.148000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.149000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.150000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.151000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.152000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.153000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.154000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.155000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.156000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.157000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.158000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.159000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.160000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.161000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.162000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.163000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.164000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.165000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.166000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.167000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.168000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.169000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.170000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.171000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.172000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.173000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.174000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.175000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.176000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.177000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.178000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.179000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.180000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.181000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.182000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.183000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.184000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.185000e+02,    1.174297e-19,    1.174297e-19,    0.000000e+00
1.186000e+02,    2.624053e-19,    2.624053e-19,    0.000000e+00
1.187000e+02,    5.547343e-19,    5.547343e-19,    0.000000e+00
1.188000e+02,    1.109469e-18,    1.109469e-18,    0.000000e+00
1.189000e+02,    2.099242e-18,    2.099242e-18,    0.000000e+00
1.190000e+02,    3.757749e-18,    3.757749e-18,    0.000000e+00
1.191000e+02,    6.363713e-18,    6.363713e-18,    0.000000e+00
1.192000e+02,    1.019556e-17,    1.019556e-17,    0.000000e+00
1.193000e+02,    1.545358e-17,    1.545358e-17,    0.000000e+00
1.194000e+02,    2.215974e-17,    2.215974e-17,    0.000000e+00
1.195000e+02,    3.006199e-17,    3.006199e-17,    0.000000e+00
1.196000e+02,    3.858234e-17,    3.858234e-17,    0.000000e+00
1.197000e+02,    4.684648e-17,    4.684648e-17,    0.000000e+00
1.198000e+02,    5.381247e-17,    5.381247e-17,    0.000000e+00
1.199000e+02,    5.847989e-17,    5.847989e-17,    0.000000e+00
1.200000e+02,    6.012399e-17,    6.012399e-17,    0.000000e+00
1.201000e+02,    5.847989e-17,    5.847989e-17,    0.000000e+00
1.202000e+02,    5.381247e-17,    5.381247e-17,    0.000000e+00
1.203000e+02,    4.684648e-17,    4.684648e-17,    0.000000e+00
1.204000e+02,    3.858234e-17,    3.858234e-17,    0.000000e+00
1.205000e+02,    3.006199e-17,    3.006199e-17,    0.000000e+00
1.206000e+02,    2.215974e-17,    2.215974e-17,    0.000000e+00
1.207000e+02,    1.545358e-17,    1.545358e-17,    0.000000e+00
1.208000e+02,    1.019556e-17,    1.019556e-17,    0.000000e+00
1.209000e+02,    6.363713e-18,    6.363713e-18,    0.000000e+00
1.210000e+02,    3.757749e-18,    3.757749e-18,    0.000000e+00
1.211000e+02,    2.099242e-18,    2.099242e-18,    0.000000e+00
1.212000e+02,    1.109469e-18,    1.109469e-18,    0.000000e+00
1.213000e+02,    5.547343e-19,    5.547343e-19,    0.000000e+00
1.214000e+02,    2.624053e-19,    2.624053e-19,    0.000000e+00
1.215000e+02,    1.174297e-19,    1.174297e-19,    0.000000e+00
1.216000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.217000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.218000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.219000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.220000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.221000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.222000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.223000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.224000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.225000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.226000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.227000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.228000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.229000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.230000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.231000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.232000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.233000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.234000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.235000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.236000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.237000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.238000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.239000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.240000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.241000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.242000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.243000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.244000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.245000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.246000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.247000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.248000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.249000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.250000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.251000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.252000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.253000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.254000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.255000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.256000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.257000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.258000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.259000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.260000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.261000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.262000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.263000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.264000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.265000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.266000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.267000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.268000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.269000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.270000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.271000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.272000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.273000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.274000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.275000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.276000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.277000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.278000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.279000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.280000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.281000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.282000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.283000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.284000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.285000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.286000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.287000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.288000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.289000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.290000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.291000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.292000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.293000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.294000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.295000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.296000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.297000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.298000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.299000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.300000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.301000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.302000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.303000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.304000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.305000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.306000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.307000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.308000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
1.309000e+02,    5.000000e-20,    5.000000e-20,    0.000000e+00
